fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.144414060119097,0.36496434500512365,0.12730127900701318,0.9402860984736776,0.08834873681402197,9.215052695127783,85.76886390032783,0.9965515180889036,3.4758614585417953,0.714711982303871,10.7831148724335,5
8.064950688008986,0.47109626585689646,0.2937593022121832,1.616696832767094,0.06481748698122018,12.945005369463471,-15.0063711768763,0.9965783305626909,3.3078618397486927,0.5271691917451191,10.711655951789233,4
9.401070514771177,0.34151601580000773,0.3036033744088893,1.1811157429960573,0.0813812521273169,10.026189389548572,36.18276315604372,1.001470854869514,3.117534897186728,0.7775305847836893,9.36982816961396,8
10.889150755893644,0.43840769407219193,0.3945260691686811,1.7328058537624071,0.12573658637588497,17.104180469461195,45.62521922841595,0.9986186218078626,3.207500169360006,0.5596385123930938,11.037542643940112,6
7.90193926297033,0.12127706660924287,0.02662832734383469,2.2001895650043357,0.1538928327515257,27.971785314619126,47.524985727187826,1.0019613018350242,3.3685706931563293,0.7874243563656719,8.76090905686572,7
7.901967173186394,0.5426587414745877,0.4185134547694661,3.672016280863938,0.11852436654317867,8.289578428587955,52.95636985057668,0.996006073734159,3.6636928756763183,0.6134010491852774,9.68039724166364,3
10.984661786362565,0.5002410950724449,-0.24087832632055511,2.0503773458120165,0.09508616042358849,26.00820497768414,67.14451405371327,0.9968300668062237,3.203196075360744,0.36742198864295733,8.201003405812411,7
9.604639039559945,0.33658227378636185,0.1740230895272379,0.2801240105225702,0.16490058851522138,8.183279276531124,45.83155451150342,0.9943357484694467,3.4609574887054797,0.4929892391182407,12.114489168659096,6
7.501893543910582,0.631849133686481,0.20234523150969105,4.096094985093225,0.0743581763474239,7.523727875031158,34.854076689258534,0.9953808663958209,3.234388709864648,0.5868294995231617,10.145295556660175,4
9.22235207409614,0.6875140275253117,0.4266653652142477,1.3280738129389447,0.14154596691834537,24.185946183432133,33.54955162623004,1.000803826297325,3.322093751177227,0.8925921340372582,12.783572438297943,3
7.512189922218814,0.17848802712620515,0.30452617053537384,2.4177914020535196,0.07559686008243606,25.219363780076165,26.819978532734297,0.9959559314203165,3.6030793498527185,0.8131944171899683,11.283244919171445,7
7.508259418930564,0.3474550442867571,0.018887389228742668,3.125151109716996,0.11155114790054466,24.514099367626542,72.98892970278655,1.000838562600289,3.4528585162840866,0.9360564400947642,10.892908034686128,8
8.711335861662258,0.3461715300425403,0.10300137483659694,2.779454585763896,0.08432187176047742,2.8420259178185887,25.664560177275018,0.9945132754786402,3.0517401454518085,0.941117986725076,9.7551495362909,8
5.047423584081745,0.312019379778227,0.3397360019094814,4.0318513665300655,0.08720739086735946,11.340490219279491,74.94344659727207,0.9948930619318535,3.1855049952376815,0.5690923632195445,9.249014960743839,3
5.367639684727845,0.6658949683863498,0.28418653162708873,3.1706044007498626,0.0711306741268895,24.22988592003321,47.62696971457574,0.9963175375579532,3.5512442688882717,0.627957233840999,10.97526873128664,3
7.344111200290347,0.4612347722454393,0.1841751780728507,1.294166588424049,0.15724270155903472,16.415418405638945,29.798591373747723,0.9968725001566416,3.328375608525699,0.5900824128638085,10.32133458979972,3
6.57818709543148,0.44709703173787785,0.20383324209760412,5.5499870435883265,0.05335369809457324,5.263071538025358,67.40743811955645,0.9988461745849002,3.070231976076827,0.545843197098817,8.926802652966169,5
8.834220465411967,0.0992275271186493,0.4392335994318578,2.7720668486735267,0.052988387372564574,20.58317939125442,22.9940204841371,0.9979015408343725,3.1362095110052555,0.3469458994128021,8.73145574184085,6
6.756359071613942,0.6270836060418453,0.19646148542615705,2.2937236827298912,0.19604967829225547,8.851927410085295,68.06007334403103,0.9961673694853119,3.440698704542234,0.6574928879371368,9.345425897942057,8
5.899083707730005,0.2521483210293055,0.28238175119418535,3.8494955922777994,0.13889237823271658,33.94524848392212,54.0199619993289,0.9967333683869638,3.498882056243526,0.4414538490691112,12.403063947792853,8
10.791602907166642,0.5119865260532657,0.7339873176161086,2.8492313243021012,-0.029255684934651832,31.448414624182583,27.321285259966615,0.9963618741604306,3.3035710602964348,0.6541907801391643,12.834605709812434,6
7.91618028917289,0.5554753875916383,0.015263472623215368,3.058919470115058,0.06173706303947982,22.040974263555672,64.44494890604045,0.9951706925293485,3.7950627601872204,1.0196810376257075,10.625488062039802,4
8.414797947969472,0.7721317191677302,-0.07036854631493178,5.9890575980409615,-0.0005994668781027224,29.610067047697736,65.03746094772508,0.9952240741267968,3.4648304726911276,0.5734113336237796,10.563837075865418,8
5.877928083437125,0.23823592017617756,0.45671793295972135,2.1148300004429346,0.042465465329237236,16.647913501233813,85.1981469917286,0.9990557677828669,3.2513037860734197,0.6931115809567715,10.030047590987527,7
7.37454936830719,-0.10390243116416509,0.16427138774117933,2.0551347483756457,-0.06692573331170201,23.65437494375016,78.88285140950677,0.9933436701441457,3.136858790380131,0.8141302255875782,9.372066116859548,4
8.488568402506774,0.536769908950739,0.23635249445147594,2.6632099168174492,0.08315052111530288,30.777202953020748,63.21204268396733,1.00023471739489,3.1050231390721916,0.7076495196342042,11.912696963367969,7
6.343310918382086,0.8601022363021708,0.14376872437377713,4.000122309813454,0.032902909041934415,18.454986817943126,9.789498610110812,0.9963140115487955,3.3670842640960736,0.7097223119501903,12.46093403328685,3
8.938686631187643,0.7477892705878875,0.24803997184649748,0.3908523577334413,0.09299526283982192,13.448128284857162,127.80337060974388,0.9954549827872157,3.2022445910173185,0.5983915862730265,9.417239005576786,8
7.278914227138032,0.5419318830549251,0.6197076224192684,-0.25177824806710714,0.008743937055873757,-1.0462195817711581,0.6806650346302661,0.9984795185813945,3.634748750796685,0.6205807442395905,10.308877783732939,7
7.80412062535143,0.40167276287359055,0.46042569172362385,1.6780386211317935,0.09414559265860199,15.16866474278506,78.3256847513162,0.9999704331682943,3.5932623605835716,0.4967982112280692,9.905147069218815,7
7.277098759210026,0.661424519327462,0.47244470237739544,0.21250785731699828,0.06925418609398364,24.234231845623114,61.23236595724785,0.9992352648832079,3.4266133094994453,0.8038276515111993,9.937737017648525,3
11.448872913665195,0.30529076005910627,0.016754588841470852,1.9052361134641063,0.1650976482594298,25.456334275676298,8.253301708123217,0.9980037040987197,3.0642007654086205,0.3639464183756037,11.704499080972848,4
