Date,Sunspots
1749-01-31,35.230407817054896
1749-02-28,58.87557565558784
1749-03-31,46.252469428388835
1749-04-30,40.82117651786338
1749-05-31,61.19136581383927
1749-06-30,48.469444712642016
1749-07-31,48.535649657130456
1749-08-31,42.31341082927785
1749-09-30,57.34000389310918
1749-10-31,54.059134896121265
1749-11-30,55.40211828146248
1749-12-31,42.74487899180722
1750-01-31,76.94342273202918
1750-02-28,67.04457014161571
1750-03-31,55.07378880938403
1750-04-30,77.19006206427566
1750-05-31,51.52003991984195
1750-06-30,53.26544593786456
1750-07-31,65.75298254294313
1750-08-31,57.62850519361515
1750-09-30,69.76886397986841
1750-10-31,62.42468703801631
1750-11-30,89.40038242198293
1750-12-31,67.25859898547677
1751-01-31,63.10888245902659
1751-02-28,58.878412369644096
1751-03-31,66.69143414394621
1751-04-30,63.2163455233365
1751-05-31,69.80162870680118
1751-06-30,86.62769116310467
1751-07-31,84.41466556355584
1751-08-31,71.59233615020555
1751-09-30,76.44913969629006
1751-10-31,61.24123567039747
1751-11-30,78.22955065979497
1751-12-31,73.29498404339547
1752-01-31,90.43378866759205
1752-02-29,61.055237479054234
1752-03-31,90.48016534864573
1752-04-30,80.86432211641107
1752-05-31,59.94831843150425
1752-06-30,68.83986565450502
1752-07-31,73.08683230049968
1752-08-31,88.7829690000334
1752-09-30,55.77147977425564
1752-10-31,80.89911871692239
1752-11-30,63.812778901570304
1752-12-31,94.31080432494178
1753-01-31,80.66281403412104
1753-02-28,75.56150570826904
1753-03-31,72.1013465898621
1753-04-30,92.38730795842648
1753-05-31,75.94675838843133
1753-06-30,76.48787025221127
1753-07-31,79.24608780582199
1753-08-31,98.1112712900811
1753-09-30,90.75823000378047
1753-10-31,89.419324890541
1753-11-30,74.29906478662298
1753-12-31,84.52480643723685
1754-01-31,86.06057183496759
1754-02-28,70.18109525342035
1754-03-31,94.6648719334549
1754-04-30,90.37931830447384
1754-05-31,94.21212986653529
1754-06-30,80.37735519364836
1754-07-31,63.5958404851679
1754-08-31,83.4431442239231
1754-09-30,77.18711308820308
1754-10-31,88.09701277257886
1754-11-30,106.16367030426585
1754-12-31,96.66415597815431
1755-01-31,103.91025177296162
1755-02-28,88.81328050741512
1755-03-31,115.78632586982786
1755-04-30,89.10394784254859
1755-05-31,99.53280912250591
1755-06-30,106.93244108597622
1755-07-31,79.28444371030118
1755-08-31,91.52992323726467
1755-09-30,88.94864540861794
1755-10-31,81.88089121621883
1755-11-30,80.05326209437176
1755-12-31,93.93552062901473
1756-01-31,107.37968992649216
1756-02-29,68.01559738033421
1756-03-31,84.85530988099606
1756-04-30,89.49693586644068
1756-05-31,90.90858031310638
1756-06-30,79.36358975123999
1756-07-31,95.8834320363684
1756-08-31,79.6045841120342
1756-09-30,94.38696699538433
1756-10-31,78.98776062314357
1756-11-30,72.87341749342207
1756-12-31,88.49433630047852
1757-01-31,93.07088076455746
1757-02-28,97.2152370221925
1757-03-31,83.20532940066887
1757-04-30,93.77521845635526
1757-05-31,81.31000166712498
1757-06-30,82.33408788746533
1757-07-31,96.37155884275107
1757-08-31,83.6841353574913
1757-09-30,71.76932383011156
1757-10-31,81.12383668928679
1757-11-30,103.85733451404244
1757-12-31,85.7205580810977
1758-01-31,96.28447864473864
1758-02-28,87.40433146169268
1758-03-31,102.1669002931989
1758-04-30,77.9807289780295
1758-05-31,91.8986366812767
1758-06-30,83.29824812918166
1758-07-31,70.42088087711095
1758-08-31,91.66283926086126
1758-09-30,89.60346116751532
1758-10-31,85.95575357749539
1758-11-30,89.41701638537265
1758-12-31,75.86149144449385
1759-01-31,76.6370833108773
1759-02-28,92.89093382129522
1759-03-31,76.82887050226721
1759-04-30,83.01776825622647
1759-05-31,69.09848454565133
1759-06-30,68.52556913729411
1759-07-31,76.19417194329806
1759-08-31,70.1581220885966
1759-09-30,70.83253098606053
1759-10-31,53.76930825368694
1759-11-30,59.06746363153606
1759-12-31,86.15133540634359
1760-01-31,68.26359420047945
1760-02-29,60.44690298326167
1760-03-31,89.57815490276165
1760-04-30,78.07422741468159
1760-05-31,81.15660233782279
1760-06-30,77.3505698050807
1760-07-31,59.45527005907722
1760-08-31,72.26492890523888
1760-09-30,72.71483759798747
1760-10-31,62.31652966200652
1760-11-30,64.18016482453257
1760-12-31,51.32736922500783
1761-01-31,66.61139422870528
1761-02-28,81.40575357181683
1761-03-31,49.15603455836018
1761-04-30,61.884930327578154
1761-05-31,54.96966646617987
1761-06-30,58.28459369509115
1761-07-31,75.84912290855348
1761-08-31,56.106929610351365
1761-09-30,80.60874386261156
1761-10-31,70.28537600212167
1761-11-30,60.88957758274777
1761-12-31,63.9694520471655
1762-01-31,53.623283110492025
1762-02-28,51.18476436762525
1762-03-31,51.78687389145476
1762-04-30,53.58127813059844
1762-05-31,50.04529853202245
1762-06-30,50.46074362927475
1762-07-31,43.688327794221145
1762-08-31,52.099206212734664
1762-09-30,64.19590532824385
1762-10-31,62.547825818874905
1762-11-30,47.01769195915333
1762-12-31,55.92918591472179
1763-01-31,41.75832347041446
1763-02-28,42.76490923762273
1763-03-31,54.17249241306723
1763-04-30,39.50103572006246
1763-05-31,40.65930196046603
1763-06-30,50.624835295459434
1763-07-31,38.73169956411469
1763-08-31,36.95625372043472
1763-09-30,32.04294575374049
1763-10-31,50.38923912948106
1763-11-30,49.5985933933524
1763-12-31,32.72278961332933
1764-01-31,37.22854113141393
1764-02-29,29.909563598229752
1764-03-31,40.30479493581842
1764-04-30,24.345183762935697
1764-05-31,30.252747109744575
1764-06-30,24.600313389293966
1764-07-31,24.043188506757357
1764-08-31,23.657229329445983
1764-09-30,18.354778121438276
1764-10-31,60.690126321430824
1764-11-30,33.440139529142385
1764-12-31,23.893071864995783
1765-01-31,40.361741819417304
1765-02-28,38.26154336525054
1765-03-31,35.42320547206759
1765-04-30,30.61897114002503
1765-05-31,37.14742269681247
1765-06-30,30.493533775444256
1765-07-31,13.923250196060982
1765-08-31,21.03302650154683
1765-09-30,19.11021555782683
1765-10-31,17.925392594046848
1765-11-30,43.501307135333974
1765-12-31,26.517084212610797
1766-01-31,29.297531425064452
1766-02-28,17.947405611774364
1766-03-31,21.050002904796518
1766-04-30,17.3788953764492
1766-05-31,13.220935595529761
1766-06-30,15.35807576461762
1766-07-31,30.63495874432492
1766-08-31,25.517688436610996
1766-09-30,15.942958839319928
1766-10-31,27.48001345003037
1766-11-30,25.858631651046643
1766-12-31,23.670610730456232
1767-01-31,17.141645929357875
1767-02-28,20.015832522310593
1767-03-31,9.749489316208594
1767-04-30,7.376194626320281
1767-05-31,11.238120020695746
1767-06-30,8.710875663307986
1767-07-31,13.00533085307979
1767-08-31,18.313404380494735
1767-09-30,29.05566275333435
1767-10-31,21.719010810526527
1767-11-30,22.418982576265375
1767-12-31,18.616355782260786
1768-01-31,20.905791228714897
1768-02-29,42.10656107175026
1768-03-31,24.467378854803762
1768-04-30,-5.2201852426187365
1768-05-31,11.485508418855785
1768-06-30,3.4493766618726855
1768-07-31,22.344555550805083
1768-08-31,-4.615649689765165
1768-09-30,5.7608050124088335
1768-10-31,15.810495094671218
1768-11-30,-12.640527091145199
1768-12-31,10.156013615307874
1769-01-31,17.11202352717549
1769-02-28,-5.389024043971169
1769-03-31,16.5517780916707
1769-04-30,6.132525589573972
1769-05-31,17.98742131562823
1769-06-30,10.337174618752002
1769-07-31,-7.680920656686759
1769-08-31,31.863612716763093
1769-09-30,15.87284061002053
1769-10-31,-4.313362616755397
1769-11-30,19.64375682929957
1769-12-31,1.224117095484953
1770-01-31,13.768751672836279
1770-02-28,-8.920464726355831
1770-03-31,6.321023884853435
1770-04-30,-3.532848934348248
1770-05-31,8.679822281025993
1770-06-30,0.21673000241513662
1770-07-31,13.713340062143004
1770-08-31,3.146330698693383
1770-09-30,3.332703554987801
1770-10-31,-3.774066393023041
1770-11-30,13.603227364005239
1770-12-31,15.617197122383498
1771-01-31,12.537719160205377
1771-02-28,-0.3117825748976273
1771-03-31,6.342772154270027
1771-04-30,12.94446514858396
1771-05-31,11.876477356359283
1771-06-30,13.501940088754067
1771-07-31,5.878600206151296
1771-08-31,25.40477465790221
1771-09-30,13.298577243722667
1771-10-31,24.167689018263566
1771-11-30,28.199724637813222
1771-12-31,4.260369231210204
1772-01-31,13.561142842450492
1772-02-29,18.843600460985066
1772-03-31,23.90964656191786
1772-04-30,29.60123201604113
1772-05-31,8.075125353841674
1772-06-30,11.185698862980702
1772-07-31,16.882725768226315
1772-08-31,0.1306357053496363
1772-09-30,22.808952696450884
1772-10-31,19.194989144179274
1772-11-30,43.01577908560593
1772-12-31,10.522340574262346
1773-01-31,26.093834642882726
1773-02-28,36.69493582143561
1773-03-31,16.090457911658884
1773-04-30,20.013275328977585
1773-05-31,25.89422663985744
1773-06-30,32.7836475230804
1773-07-31,27.612191412454624
1773-08-31,20.864704521003613
1773-09-30,15.516448618782547
1773-10-31,0.6544289235990242
1773-11-30,34.963829764043105
1773-12-31,37.68721245060524
1774-01-31,8.02239892565294
1774-02-28,19.44719094908283
1774-03-31,20.605231738332634
1774-04-30,30.130748389368254
1774-05-31,41.96713270829315
1774-06-30,38.77448619344949
1774-07-31,39.18418128370798
1774-08-31,27.02071324105171
1774-09-30,23.70865306618383
1774-10-31,39.5864730903275
1774-11-30,34.06606052907025
1774-12-31,52.95027631632561
1775-01-31,36.51343981513353
1775-02-28,36.52446761147652
1775-03-31,56.11937568484094
1775-04-30,23.490098390172008
1775-05-31,38.18474201721474
1775-06-30,20.251209254410853
1775-07-31,43.64434530495655
1775-08-31,35.672382454236136
1775-09-30,41.771184524277885
1775-10-31,43.284512143560974
1775-11-30,51.509088175174504
1775-12-31,51.639792063718176
1776-01-31,48.804127289717705
1776-02-29,53.37614843576124
1776-03-31,42.47675682240605
1776-04-30,47.2700137859391
1776-05-31,34.5551818425718
1776-06-30,50.417424290322984
1776-07-31,56.81416582529961
1776-08-31,53.75443515358076
1776-09-30,62.79873350279149
1776-10-31,41.552896370058136
1776-11-30,71.98692630284327
1776-12-31,41.99714237798261
1777-01-31,62.12312311298972
1777-02-28,58.54972501196297
1777-03-31,55.31770231514763
1777-04-30,44.34297141856446
1777-05-31,61.570441567556664
1777-06-30,37.52884926034024
1777-07-31,67.94675805576234
1777-08-31,60.56720204890698
1777-09-30,60.54928350523653
1777-10-31,72.97868024699227
1777-11-30,58.445169032847794
1777-12-31,57.62283879790473
1778-01-31,60.51465720737282
1778-02-28,60.01767765374465
