Date,temp,humidity
2013-01-01,25.564409549775316,76.95344292307077
2013-01-02,23.526098505178805,89.2000802873073
2013-01-03,23.80891357869789,66.5320039081698
2013-01-04,26.152896584123383,79.30953981671632
2013-01-05,23.15450680270265,90.96673766695366
2013-01-06,29.418815476297993,75.902545564632
2013-01-07,24.989392968327152,90.10453347041903
2013-01-08,25.910930790957455,73.53092694138887
2013-01-09,27.255643332767583,84.06512823416847
2013-01-10,27.974857473058353,82.5792091659109
2013-01-11,26.475751195245657,72.20413712859806
2013-01-12,30.287929799796593,78.79000502675187
2013-01-13,27.82659678906897,79.57913099581766
2013-01-14,27.42887526097254,84.25460863503156
2013-01-15,28.59886255830647,81.24134383365902
2013-01-16,28.78542314152235,86.06416472524037
2013-01-17,29.745142586350937,80.53877154815778
2013-01-18,26.917749726878853,82.19808090560161
2013-01-19,32.4245216374926,76.9972469720876
2013-01-20,24.917929969711473,82.46238756549242
2013-01-21,35.28558764414454,80.26224363857327
2013-01-22,31.445276071962322,80.91347215107419
2013-01-23,30.933952179353238,79.49291840055025
2013-01-24,31.36319459403787,74.10407567906336
2013-01-25,29.611834467402975,77.56373192143775
2013-01-26,32.268361869385146,84.99433747675643
2013-01-27,31.348071279675885,86.65848011112905
2013-01-28,30.050718135643812,65.96262576242808
2013-01-29,32.01692875197192,80.38653886616771
2013-01-30,29.860296641634,78.98691389252545
2013-01-31,31.53386248540575,78.44368398918074
2013-02-01,32.931058982793346,77.99743471002012
2013-02-02,32.33722176905887,73.8714151905303
2013-02-03,33.136147234227344,71.71246561914882
2013-02-04,31.415893036409027,74.67700451821477
2013-02-05,34.42128234883729,74.21868973986582
2013-02-06,36.41279327147506,71.0077496561866
2013-02-07,32.34456663943072,81.5202601407456
2013-02-08,31.84083148250583,75.42506426703434
2013-02-09,35.09856907708993,79.68887340214297
2013-02-10,36.07387495506303,75.5644460518585
2013-02-11,33.117359710450295,82.1205715480025
2013-02-12,34.381227385076194,85.0805780004881
2013-02-13,35.581842145265405,66.34962617782864
2013-02-14,32.68781776641754,73.49542742062934
2013-02-15,32.80753926129176,76.45497812087915
2013-02-16,35.148980777389205,68.27889132305478
2013-02-17,36.93111442274133,77.04746725857146
2013-02-18,35.005703402396584,70.77454588913571
2013-02-19,34.6018543013035,71.84346600257567
2013-02-20,34.344734717499264,83.06607815412039
2013-02-21,35.71860417632569,74.63261125065894
2013-02-22,34.70797516661938,77.390271107147
2013-02-23,37.05058637230729,73.55834405730945
2013-02-24,35.14017935277088,77.38302681560499
2013-02-25,36.917394933721056,82.92113377978598
2013-02-26,38.40164142284086,73.49188075702288
2013-02-27,39.32351124274086,73.85191224247667
2013-02-28,36.41719178071094,79.06703574079403
2013-03-01,37.787586557943186,69.8367842540807
2013-03-02,36.65339640775741,71.5492548946131
2013-03-03,37.359390469717475,69.73377931795423
2013-03-04,33.742436043174855,65.42862167803494
2013-03-05,39.47453755699575,69.34819355282255
2013-03-06,34.04747758859901,70.26743478271763
2013-03-07,37.7488309737727,66.05236899561919
2013-03-08,37.844282375815304,70.23701487279041
2013-03-09,39.37935171132413,69.23001429267309
2013-03-10,43.20201365491681,71.52187700695696
2013-03-11,35.02729677685112,66.5429827516016
2013-03-12,36.24569227949203,69.35109081165774
2013-03-13,35.56754419140102,63.843995257565055
2013-03-14,36.82710598112195,67.66505199179343
2013-03-15,40.581547383400036,70.3259264827194
2013-03-16,37.1184579107079,59.22035362794759
2013-03-17,36.519073913641826,72.79757655058354
2013-03-18,39.80575934283086,65.28249571445212
2013-03-19,38.30744027156917,62.40835242724424
2013-03-20,37.60521385001443,63.99260681588841
2013-03-21,40.45649110414942,74.15517894220436
2013-03-22,37.151899701490656,65.92202525533759
2013-03-23,43.188453039333034,61.439538304716194
2013-03-24,41.732212987838636,69.23792319097696
2013-03-25,38.99830312967031,63.808885886861226
2013-03-26,39.11602746358868,63.78722078785596
2013-03-27,39.116555764006314,70.86333874604416
2013-03-28,41.173243112924474,68.02182449842078
2013-03-29,40.305797639949766,61.785870795151794
2013-03-30,39.91627370630618,67.3480376175557
2013-03-31,37.768843656997845,69.93318728494076
2013-04-01,39.72510214648253,63.388888825882326
2013-04-02,37.78168488687929,64.87890175804702
2013-04-03,40.6625002556582,58.946445543595615
2013-04-04,42.3249321865504,66.36156588959632
2013-04-05,39.46134430281072,65.3951573842447
2013-04-06,41.282171630465896,70.37857733035192
2013-04-07,38.425540730094234,52.2844677010141
2013-04-08,35.49043060965636,59.89108063055922
2013-04-09,37.39275215447258,62.76852058004288
2013-04-10,42.1595111236581,66.90845853172723
2013-04-11,40.216181986124035,62.24316821311643
2013-04-12,39.979846157051576,66.9630935237207
2013-04-13,39.67489799733904,57.578314033746366
2013-04-14,37.15337600634921,62.35963847928352
2013-04-15,37.806095001521285,56.15563409612698
2013-04-16,38.918578354399045,58.426524783213225
2013-04-17,37.516444665648706,54.530602928804846
2013-04-18,37.69486734927507,53.67206601555161
2013-04-19,40.27631439483508,56.46175977741639
2013-04-20,38.62407065009017,55.94386303987086
2013-04-21,40.34654995186117,60.33795346447087
2013-04-22,42.98020259217727,57.57440631549037
2013-04-23,38.279399734423414,51.982111034463856
2013-04-24,40.396956077650295,54.90671052185848
2013-04-25,39.035496412870245,46.78269180193498
2013-04-26,38.882411835820584,52.308241476709036
2013-04-27,39.145927552599794,49.78230025793718
2013-04-28,42.41099199522162,54.74921416223153
2013-04-29,44.06180136848864,57.361341347278156
2013-04-30,41.5539035055545,57.65672889867104
2013-05-01,38.79560350812858,48.573986256741364
2013-05-02,41.20519732211543,49.86840608535482
2013-05-03,42.26311917401695,57.99700070110052
2013-05-04,37.849188245102944,50.8428916349289
2013-05-05,38.868627027769094,53.4609548879136
2013-05-06,39.76322168996484,47.1825721305531
2013-05-07,35.54613826779367,46.053679883563376
2013-05-08,35.98407437210924,53.29416477121026
2013-05-09,39.35709437695019,38.84545383485501
2013-05-10,42.7230707211671,58.56162208726885
2013-05-11,37.30532220181789,43.22034923252053
2013-05-12,40.42943510154226,58.604477284493996
2013-05-13,42.17393434390326,50.70531370443719
2013-05-14,37.92603292685781,56.7764415901056
2013-05-15,36.27935040954328,46.283772347288455
2013-05-16,39.74959242316845,42.93721845999131
2013-05-17,37.24660873188544,51.47804998119742
2013-05-18,42.215454298513244,47.585865525820076
2013-05-19,36.348007384454256,47.66696679083449
2013-05-20,36.79299152674197,44.5527254037325
2013-05-21,39.77385363544955,52.44553696157994
2013-05-22,36.70080494648987,53.61943338431542
2013-05-23,36.1816061846238,44.46615549669525
2013-05-24,36.543223971061956,52.596998626556044
2013-05-25,33.24226551674314,38.798922352272285
2013-05-26,36.417254176205184,51.23093123536871
2013-05-27,39.10400352348187,44.52950451442162
2013-05-28,36.132068900487724,49.39174456533303
2013-05-29,40.49898101597063,48.685667263052935
2013-05-30,33.46528484870223,47.38005721890859
2013-05-31,36.732659702892846,37.06896242835786
2013-06-01,35.65005725841562,43.95389787307608
2013-06-02,34.81805649643061,37.92106542837911
2013-06-03,40.715201526028395,41.47090450258842
2013-06-04,38.95151829384878,43.32435935223209
2013-06-05,34.60207307315257,45.233616403605076
2013-06-06,31.8163675415433,38.46445140277227
2013-06-07,34.85344260959235,42.43288861804511
2013-06-08,33.22050578411887,42.4727905246931
2013-06-09,34.25571565213158,42.705583790003026
2013-06-10,34.45210179830699,33.970568044759425
2013-06-11,34.39239217322315,46.95838893440734
2013-06-12,35.98558781832911,42.8643186848303
2013-06-13,33.599929522952316,45.70560573567139
2013-06-14,33.47143099225282,42.54937608277867
2013-06-15,30.94352397185226,36.996541294152216
2013-06-16,34.09178345030903,52.86752215544027
2013-06-17,33.157215897265,41.066758518251326
2013-06-18,32.814667193290404,45.006587084591544
2013-06-19,30.422739263258713,48.28510050731276
2013-06-20,29.10999423315738,38.32199058345046
2013-06-21,33.19400235888735,46.64979320708069
2013-06-22,32.28390489028335,47.26375241411641
2013-06-23,30.224444103059177,35.14276934772744
2013-06-24,32.52583436924824,42.551600952897935
2013-06-25,30.58799508521623,38.597009612596125
2013-06-26,29.90817259587431,39.14604937880376
2013-06-27,29.349896745354968,40.86314063338038
2013-06-28,30.9267527803203,43.01131268422038
2013-06-29,27.868206573783198,31.17824309166084
2013-06-30,28.676957357830897,44.671668120067515
2013-07-01,26.046455593327636,44.919115231617084
2013-07-02,28.163516814073486,39.41311702252528
2013-07-03,26.956621712841365,39.410657242940495
2013-07-04,27.916997165551148,45.646043025167685
2013-07-05,28.228306485095253,46.38744374629862
2013-07-06,28.882248995674164,34.73239376803134
2013-07-07,29.55927866399369,36.99576317303022
2013-07-08,28.970655158576243,43.77688136344043
2013-07-09,25.577481542303346,37.85792889167014
2013-07-10,25.32576355541563,42.64242192391109
2013-07-11,24.197000340128156,35.698749518451386
2013-07-12,26.7687433820027,25.996376356945525
2013-07-13,23.35771162357061,36.633048453879645
2013-07-14,27.145307452066845,40.33362016629554
2013-07-15,22.464091543683043,46.97802262667405
2013-07-16,25.710404724441982,38.835434276142045
2013-07-17,25.151890503465292,37.77601719588978
2013-07-18,27.09256371592879,49.29491782292386
2013-07-19,29.52222301280017,44.811503189984215
2013-07-20,23.2635987997664,50.82013076688763
2013-07-21,23.78587761680867,40.3658419101701
2013-07-22,24.699096265011633,45.06319447767137
2013-07-23,22.180328225488815,43.880198233864256
2013-07-24,22.697022361633824,35.985396405793004
2013-07-25,26.9095876881692,37.78076177703359
2013-07-26,19.606510647502933,40.42832754145651
2013-07-27,20.713094353225927,46.61779454379706
2013-07-28,24.36158318413045,38.88419189517167
2013-07-29,23.77863217413536,37.05156735171154
2013-07-30,22.27091121380775,41.37289751775319
2013-07-31,25.999320047606428,35.58310620456007
2013-08-01,17.63196999667492,39.40912624982552
2013-08-02,16.95748999277287,37.3151678779091
2013-08-03,20.31837291047998,40.194931069971695
2013-08-04,20.17479828933155,33.586183366757346
2013-08-05,18.212083033797576,32.230667176983715
2013-08-06,19.364238463292338,43.27135736591327
2013-08-07,21.048479346071975,40.76349272901658
2013-08-08,20.026381290589292,45.68097100181272
2013-08-09,18.18719541496068,42.63245274872035
2013-08-10,17.377649105853525,52.464978460342444
2013-08-11,21.443776290259482,42.94623150671368
2013-08-12,18.160309556097765,47.26637525137936
2013-08-13,19.91577917203712,50.56452579950864
2013-08-14,19.49305274932707,38.88096981784803
2013-08-15,20.942093312184674,38.6938392781577
2013-08-16,19.820177055295595,53.134952835581544
2013-08-17,17.217970303111606,45.545412584131576
2013-08-18,15.974837614045885,36.761724804776605
2013-08-19,19.997062903496442,39.89249211252909
2013-08-20,17.040373902516773,43.80433320011557
2013-08-21,18.496129121226904,40.73649914558058
2013-08-22,16.24036397487504,43.664739968273494
2013-08-23,18.166264092428523,50.50746896433736
2013-08-24,19.244684838367125,39.80726309620508
2013-08-25,13.018796189156712,43.20202306786859
2013-08-26,22.148299304734806,43.29800656215624
2013-08-27,18.893088413949748,49.72861835896359
2013-08-28,15.773129919631632,38.357223762651614
2013-08-29,18.742652166376544,33.8851483769333
2013-08-30,15.605293905800448,48.91708505858304
2013-08-31,19.09851069013613,45.98440066360455
2013-09-01,14.347373483653877,41.01211514552385
2013-09-02,15.093058682630335,42.196147687391296
2013-09-03,13.950710331082096,42.901326158600426
2013-09-04,14.804264357733413,37.70204105565574
2013-09-05,11.089730102802726,43.228749692948305
2013-09-06,16.24803316038554,47.98677216188976
2013-09-07,15.477577547706321,48.750806614233156
2013-09-08,15.452051340604033,43.02712651659368
2013-09-09,15.262129207693631,44.27465557632432
2013-09-10,13.907081816273385,40.04217783432651
2013-09-11,12.737842505174859,44.26664807762104
